State,Year,Quarter,District,Registered_User,App_Opens,Region
Bihar,2023,4,Nawada,457961,33935143,Eastern Region
Bihar,2023,4,Jamui,350506,29502755,Eastern Region
Bihar,2023,4,Sheikhpura,132582,9851891,Eastern Region
Bihar,2023,4,Siwan,825319,52332196,Eastern Region
Bihar,2023,4,Muzaffarpur,1336058,97189054,Eastern Region
Bihar,2023,4,Patna,3335655,145608798,Eastern Region
Bihar,2023,4,Jehanabad,252876,17417537,Eastern Region
Bihar,2023,4,Rohtas,751432,45856072,Eastern Region
Bihar,2023,4,Begusarai,684896,49404426,Eastern Region
Bihar,2023,4,Supaul,435405,38828130,Eastern Region
Bihar,2023,4,Sitamarhi,646131,57842673,Eastern Region
Bihar,2023,4,Saran,942850,63416535,Eastern Region
Bihar,2023,4,Arwal,142335,9804446,Eastern Region
Bihar,2023,4,Vaishali,855913,77885064,Eastern Region
Bihar,2023,4,Pashchim Champaran,969579,81472958,Eastern Region
Bihar,2023,4,Gopalganj,645703,44390693,Eastern Region
Bihar,2023,4,Lakhisarai,217155,13836570,Eastern Region
Bihar,2023,4,Aurangabad,565375,38447172,Eastern Region
Bihar,2023,4,Kaimur Bhabua,311574,24768522,Eastern Region
Bihar,2023,4,Araria,515851,50495056,Eastern Region
Bihar,2023,4,Munger,346527,19738612,Eastern Region
Bihar,2023,4,Katihar,613463,58559058,Eastern Region
Bihar,2023,4,Khagaria,335890,27322164,Eastern Region
Bihar,2023,4,Saharsa,419775,31534667,Eastern Region
Bihar,2023,4,Bhagalpur,848364,53526260,Eastern Region
Bihar,2023,4,Madhubani,935884,64828630,Eastern Region
Bihar,2023,4,Kishanganj,301171,27607591,Eastern Region
Bihar,2023,4,Gaya,1066119,72010352,Eastern Region
Bihar,2023,4,Samastipur,939833,71480401,Eastern Region
Bihar,2023,4,Banka,321512,28627363,Eastern Region
Bihar,2023,4,Purbi Champaran,1280593,99853457,Eastern Region
Bihar,2023,4,Sheohar,110655,10974658,Eastern Region
Bihar,2023,4,Bhojpur,628318,41924479,Eastern Region
Chandigarh,2023,1,Chandigarh,654522,2001065,Northern Region
Chandigarh,2023,2,Chandigarh,678662,1978988,Northern Region
Chandigarh,2023,3,Chandigarh,704144,1924922,Northern Region
Chandigarh,2023,4,Chandigarh,727594,35719991,Northern Region
Chhattisgarh,2023,1,Dhamtari,166518,16265570,Central Region
Chhattisgarh,2023,1,Korba,384883,41420804,Central Region
Chhattisgarh,2023,1,Surajpur,154951,24819830,Central Region
Chhattisgarh,2023,1,Baloda Bazar,283757,28724859,Central Region
Chhattisgarh,2023,1,Sukma,48459,8218775,Central Region
Chhattisgarh,2023,1,Raigarh,489890,39505661,Central Region
Chhattisgarh,2023,1,Janjgir Champa,476533,19351922,Central Region
Chhattisgarh,2023,1,Jashpur,158413,36166820,Central Region
Chhattisgarh,2023,1,Balod,168030,17836497,Central Region
Chhattisgarh,2023,1,Kabirdham,154630,19575041,Central Region
Chhattisgarh,2023,1,Surguja,237340,29026056,Central Region
Chhattisgarh,2023,1,Dantewada,69509,7095008,Central Region
Chhattisgarh,2023,1,Gariyaband,99065,15884449,Central Region
Chhattisgarh,2023,1,Durg,773280,18019736,Central Region
Chhattisgarh,2023,1,Rajnandgaon,317976,43569296,Central Region
Chhattisgarh,2023,1,Raipur,1260366,44958888,Central Region
Chhattisgarh,2023,1,Narayanpur,27764,7805245,Central Region
Chhattisgarh,2023,1,Kanker,161542,37735279,Central Region
Chhattisgarh,2023,1,Korea,154793,25572535,Central Region
Chhattisgarh,2023,1,Mungeli,111884,11229608,Central Region
Chhattisgarh,2023,1,Bilaspur,651084,34174722,Central Region
Chhattisgarh,2023,1,Balrampur,121253,43025749,Central Region
Chhattisgarh,2023,1,Bijapur,56723,9955085,Central Region
Chhattisgarh,2023,1,Bemetara,142329,19561616,Central Region
Chhattisgarh,2023,1,Bastar,172235,24393291,Central Region
Chhattisgarh,2023,1,Kondagaon,93464,27373044,Central Region
Chhattisgarh,2023,1,Mahasamund,222989,27533045,Central Region
Chhattisgarh,2023,2,Dhamtari,173844,19250064,Central Region
Chhattisgarh,2023,2,Korba,401398,40545768,Central Region
Chhattisgarh,2023,2,Surajpur,162267,27034784,Central Region
Chhattisgarh,2023,2,Baloda Bazar,296661,32336642,Central Region
Chhattisgarh,2023,2,Sukma,50690,9649561,Central Region
Chhattisgarh,2023,2,Raigarh,511511,42756018,Central Region
Chhattisgarh,2023,2,Janjgir Champa,497925,20831012,Central Region
Chhattisgarh,2023,2,Jashpur,166222,45721536,Central Region
Chhattisgarh,2023,2,Balod,175570,19306680,Central Region
Chhattisgarh,2023,2,Kabirdham,161970,24406694,Central Region
Chhattisgarh,2023,2,Surguja,248004,37924511,Central Region
Chhattisgarh,2023,2,Dantewada,72600,9882841,Central Region
Chhattisgarh,2023,2,Gariyaband,103917,18146706,Central Region
Chhattisgarh,2023,2,Durg,803101,16283948,Central Region
Chhattisgarh,2023,2,Rajnandgaon,332345,45626683,Central Region
Chhattisgarh,2023,2,Raipur,1308762,47360752,Central Region
Chhattisgarh,2023,2,Narayanpur,29067,7669787,Central Region
Chhattisgarh,2023,2,Kanker,169234,34940544,Central Region
Chhattisgarh,2023,2,Korea,161824,28631465,Central Region
Chhattisgarh,2023,2,Mungeli,117278,12052105,Central Region
Chhattisgarh,2023,2,Bilaspur,677776,36174150,Central Region
Chhattisgarh,2023,2,Balrampur,127318,54840444,Central Region
Chhattisgarh,2023,2,Bijapur,59368,11978542,Central Region
Chhattisgarh,2023,2,Bemetara,149164,18263794,Central Region
Chhattisgarh,2023,2,Bastar,179858,26584711,Central Region
Chhattisgarh,2023,2,Kondagaon,98296,27888782,Central Region
Chhattisgarh,2023,2,Mahasamund,233538,33023181,Central Region
Chhattisgarh,2023,3,Dhamtari,180986,23509731,Central Region
Chhattisgarh,2023,3,Korba,418027,52055278,Central Region
Chhattisgarh,2023,3,Surajpur,169268,39203076,Central Region
Chhattisgarh,2023,3,Baloda Bazar,309128,35764441,Central Region
Chhattisgarh,2023,3,Sukma,52904,19292109,Central Region
Chhattisgarh,2023,3,Raigarh,532938,54100309,Central Region
Chhattisgarh,2023,3,Janjgir Champa,518847,23141368,Central Region
Chhattisgarh,2023,3,Jashpur,173782,51864491,Central Region
Chhattisgarh,2023,3,Balod,182908,17108716,Central Region
Chhattisgarh,2023,3,Kabirdham,169090,41298090,Central Region
Chhattisgarh,2023,3,Surguja,258533,49098709,Central Region
Chhattisgarh,2023,3,Dantewada,75691,11437272,Central Region
Chhattisgarh,2023,3,Gariyaband,108470,27738384,Central Region
Chhattisgarh,2023,3,Durg,834591,18459615,Central Region
Chhattisgarh,2023,3,Rajnandgaon,346368,65235555,Central Region
Chhattisgarh,2023,3,Raipur,1360842,53194674,Central Region
Chhattisgarh,2023,3,Narayanpur,30277,13506662,Central Region
Chhattisgarh,2023,3,Kanker,176464,61813959,Central Region
Chhattisgarh,2023,3,Korea,168739,35822474,Central Region
Chhattisgarh,2023,3,Mungeli,122300,12867633,Central Region
Chhattisgarh,2023,3,Bilaspur,705698,41412746,Central Region
Chhattisgarh,2023,3,Balrampur,133080,58288320,Central Region
Chhattisgarh,2023,3,Bijapur,61882,12290256,Central Region
Chhattisgarh,2023,3,Bemetara,155580,22507594,Central Region
Chhattisgarh,2023,3,Bastar,187517,39150849,Central Region
Chhattisgarh,2023,3,Kondagaon,102482,36065803,Central Region
Chhattisgarh,2023,3,Mahasamund,243585,35358784,Central Region
Chhattisgarh,2023,4,Dhamtari,187596,11590729,Central Region
Chhattisgarh,2023,4,Korba,432504,26458366,Central Region
Chhattisgarh,2023,4,Surajpur,175209,15489916,Central Region
Chhattisgarh,2023,4,Baloda Bazar,320644,21004953,Central Region
Chhattisgarh,2023,4,Sukma,54925,3237406,Central Region
Chhattisgarh,2023,4,Raigarh,552165,38934818,Central Region
Chhattisgarh,2023,4,Janjgir Champa,537936,35293134,Central Region
Chhattisgarh,2023,4,Jashpur,180117,13966734,Central Region
Chhattisgarh,2023,4,Balod,189543,9635797,Central Region
Chhattisgarh,2023,4,Kabirdham,175290,13594389,Central Region
Chhattisgarh,2023,4,Surguja,267755,20807630,Central Region
Chhattisgarh,2023,4,Dantewada,78612,5003301,Central Region
Chhattisgarh,2023,4,Gariyaband,112313,9568918,Central Region
Chhattisgarh,2023,4,Durg,863802,35781322,Central Region
Chhattisgarh,2023,4,Rajnandgaon,359246,28778515,Central Region
Chhattisgarh,2023,4,Raipur,1407537,96962040,Central Region
Chhattisgarh,2023,4,Narayanpur,31413,2581451,Central Region
Chhattisgarh,2023,4,Kanker,183033,12440036,Central Region
Chhattisgarh,2023,4,Korea,174532,11322922,Central Region
Chhattisgarh,2023,4,Mungeli,126582,10916185,Central Region
Chhattisgarh,2023,4,Bilaspur,729941,47329844,Central Region
Chhattisgarh,2023,4,Balrampur,137822,15369727,Central Region
Chhattisgarh,2023,4,Bijapur,64355,3182658,Central Region
Chhattisgarh,2023,4,Bemetara,161344,12116213,Central Region
Chhattisgarh,2023,4,Bastar,194070,17832127,Central Region
Chhattisgarh,2023,4,Kondagaon,106147,8833388,Central Region
Chhattisgarh,2023,4,Mahasamund,252583,17091714,Central Region
Dadra and Nagar Haveli and Daman and Diu,2023,1,Diu,18234,246909,Western Region
Dadra and Nagar Haveli and Daman and Diu,2023,1,Daman,191432,522235,Western Region
Dadra and Nagar Haveli and Daman and Diu,2023,1,Dadra and Nagar Haveli,314951,3702140,Western Region
Dadra and Nagar Haveli and Daman and Diu,2023,2,Diu,18972,160624,Western Region
Dadra and Nagar Haveli and Daman and Diu,2023,2,Daman,199267,555514,Western Region
Dadra and Nagar Haveli and Daman and Diu,2023,2,Dadra and Nagar Haveli,328125,3369887,Western Region
Dadra and Nagar Haveli and Daman and Diu,2023,3,Diu,19752,177551,Western Region
Dadra and Nagar Haveli and Daman and Diu,2023,3,Daman,207437,357209,Western Region
Dadra and Nagar Haveli and Daman and Diu,2023,3,Dadra and Nagar Haveli,341846,3914753,Western Region
Dadra and Nagar Haveli and Daman and Diu,2023,4,Diu,20497,1294301,Western Region
Dadra and Nagar Haveli and Daman and Diu,2023,4,Daman,215319,13129081,Western Region
Dadra and Nagar Haveli and Daman and Diu,2023,4,Dadra and Nagar Haveli,354944,22155996,Western Region
Delhi,2023,1,SouthDelhi,1167338,4668358,Northern Region
Delhi,2023,1,CentralDelhi,1629248,6215071,Northern Region
Delhi,2023,1,New Delhi,1622600,5117085,Northern Region
Delhi,2023,1,WestDelhi,2453869,7209475,Northern Region
Delhi,2023,1,South WestDelhi,1333347,3788785,Northern Region
Delhi,2023,1,South East Delhi,1980915,6467886,Northern Region
Delhi,2023,1,Shahdara,1007880,2584431,Northern Region
Delhi,2023,1,North EastDelhi,906036,2613986,Northern Region
Delhi,2023,1,EastDelhi,1230290,3461144,Northern Region
Delhi,2023,1,North WestDelhi,1731494,4475947,Northern Region
Delhi,2023,1,NorthDelhi,1416994,4447621,Northern Region
Delhi,2023,2,SouthDelhi,1209741,4722227,Northern Region
Delhi,2023,2,CentralDelhi,1690547,6131587,Northern Region
Delhi,2023,2,New Delhi,1682305,5181082,Northern Region
Delhi,2023,2,WestDelhi,2546575,7256938,Northern Region
Delhi,2023,2,South WestDelhi,1383364,3822184,Northern Region
Delhi,2023,2,South East Delhi,2055408,6504770,Northern Region
Delhi,2023,2,Shahdara,1046614,2559895,Northern Region
Delhi,2023,2,North EastDelhi,942089,2658909,Northern Region
Delhi,2023,2,EastDelhi,1275831,3522796,Northern Region
Delhi,2023,2,North WestDelhi,1798636,4612879,Northern Region
Delhi,2023,2,NorthDelhi,1471979,4441772,Northern Region
Delhi,2023,3,SouthDelhi,1254751,4550171,Northern Region
Delhi,2023,3,CentralDelhi,1754227,5783803,Northern Region
Delhi,2023,3,New Delhi,1744588,4834414,Northern Region
Delhi,2023,3,WestDelhi,2641529,7154042,Northern Region
Delhi,2023,3,South WestDelhi,1435544,3830749,Northern Region
Delhi,2023,3,South East Delhi,2133173,6244678,Northern Region
Delhi,2023,3,Shahdara,1086372,2419223,Northern Region
Delhi,2023,3,North EastDelhi,978886,2598489,Northern Region
Delhi,2023,3,EastDelhi,1322844,3448939,Northern Region
Delhi,2023,3,North WestDelhi,1866671,4522240,Northern Region
Delhi,2023,3,NorthDelhi,1528582,4206541,Northern Region
Delhi,2023,4,SouthDelhi,1296849,48985333,Northern Region
Delhi,2023,4,CentralDelhi,1815323,79824178,Northern Region
Delhi,2023,4,New Delhi,1803952,62948469,Northern Region
Delhi,2023,4,WestDelhi,2732926,105964542,Northern Region
Delhi,2023,4,South WestDelhi,1484762,49945667,Northern Region
Delhi,2023,4,South East Delhi,2207076,82307831,Northern Region
Delhi,2023,4,Shahdara,1124343,53424787,Northern Region
Delhi,2023,4,North EastDelhi,1014509,46191065,Northern Region
Delhi,2023,4,EastDelhi,1367614,50879134,Northern Region
Delhi,2023,4,North WestDelhi,1933267,83288102,Northern Region
Delhi,2023,4,NorthDelhi,1583005,75047516,Northern Region
Goa,2023,1,North Goa,550554,11867919,Southern Region
Goa,2023,1,South Goa,341631,10962012,Southern Region
Goa,2023,2,North Goa,571111,9966416,Southern Region
Goa,2023,2,South Goa,354909,10253228,Southern Region
Goa,2023,3,North Goa,593176,12566389,Southern Region
Goa,2023,3,South Goa,368655,11451325,Southern Region
Goa,2023,4,North Goa,613836,41802647,Southern Region
Goa,2023,4,South Goa,382087,23066256,Southern Region
Gujarat,2023,1,Anand,622872,11094924,Western Region
Gujarat,2023,1,Jamnagar,428091,21680075,Western Region
Gujarat,2023,1,Devbhumi Dwarka,148801,18769135,Western Region
Gujarat,2023,1,Rajkot,1079736,39239734,Western Region
Gujarat,2023,1,Aravallis,238121,28001732,Western Region
Gujarat,2023,1,Chhotaudepur,100145,18084906,Western Region
Gujarat,2023,1,Botad,204401,17674036,Western Region
Gujarat,2023,1,Bharuch,881508,35066869,Western Region
Gujarat,2023,1,Bhavnagar,722197,29045885,Western Region
Gujarat,2023,1,Junagadh,308246,17876630,Western Region
Gujarat,2023,1,Mahesana,798353,22683144,Western Region
Gujarat,2023,1,The Dangs,28390,11092861,Western Region
Gujarat,2023,1,Kheda,489299,16496752,Western Region
Gujarat,2023,1,Surat,3919829,31170398,Western Region
Gujarat,2023,1,Porbandar,107378,6961510,Western Region
Gujarat,2023,1,Gandhinagar,968586,12538501,Western Region
Gujarat,2023,1,Panch Mahals,320798,22409437,Western Region
Gujarat,2023,1,Narmada,88517,15549721,Western Region
Gujarat,2023,1,Gir Somnath,266205,14183188,Western Region
Gujarat,2023,1,Valsad,786811,22096341,Western Region
Gujarat,2023,1,Mahisagar,143947,18381216,Western Region
Gujarat,2023,1,Sabar Kantha,415319,24713550,Western Region
Gujarat,2023,1,Tapi,163181,20730719,Western Region
Gujarat,2023,1,Vadodara,1658232,27075998,Western Region
Gujarat,2023,1,Banas Kantha,985280,96676164,Western Region
Gujarat,2023,1,Amreli,306770,33221816,Western Region
Gujarat,2023,1,Ahmadabad,4734630,51443909,Western Region
Gujarat,2023,1,Dohad,236847,28965819,Western Region
Gujarat,2023,1,Navsari,343293,13483688,Western Region
Gujarat,2023,1,Patan,402483,30561359,Western Region
Gujarat,2023,1,Kachchh,817441,89545643,Western Region
Gujarat,2023,1,Surendranagar,383186,46572566,Western Region
Gujarat,2023,1,Morbi,337337,25380718,Western Region
Gujarat,2023,2,Anand,647805,11311512,Western Region
Gujarat,2023,2,Jamnagar,446015,21811979,Western Region
Gujarat,2023,2,Devbhumi Dwarka,155916,20381650,Western Region
Gujarat,2023,2,Rajkot,1123115,46168824,Western Region
Gujarat,2023,2,Aravallis,249082,31622464,Western Region
Gujarat,2023,2,Chhotaudepur,105124,23735650,Western Region
Gujarat,2023,2,Botad,213517,20757855,Western Region
Gujarat,2023,2,Bharuch,917746,35482362,Western Region
Gujarat,2023,2,Bhavnagar,752872,36260031,Western Region
Gujarat,2023,2,Junagadh,321804,20295551,Western Region
Gujarat,2023,2,Mahesana,831177,25432003,Western Region
Gujarat,2023,2,The Dangs,29687,12920568,Western Region
Gujarat,2023,2,Kheda,510507,18112328,Western Region
Gujarat,2023,2,Surat,4076929,35870416,Western Region
Gujarat,2023,2,Porbandar,112066,8129208,Western Region
Gujarat,2023,2,Gandhinagar,1005603,16489426,Western Region
Gujarat,2023,2,Panch Mahals,335149,27320842,Western Region
Gujarat,2023,2,Narmada,92606,19764504,Western Region
Gujarat,2023,2,Gir Somnath,278208,16411153,Western Region
Gujarat,2023,2,Valsad,818831,27470764,Western Region
Gujarat,2023,2,Mahisagar,150651,22103545,Western Region
Gujarat,2023,2,Sabar Kantha,432909,29833051,Western Region
Gujarat,2023,2,Tapi,170362,21313258,Western Region
Gujarat,2023,2,Vadodara,1721431,30680291,Western Region
Gujarat,2023,2,Banas Kantha,1030499,106585524,Western Region
Gujarat,2023,2,Amreli,321306,35081678,Western Region
Gujarat,2023,2,Ahmadabad,4913610,49536121,Western Region
Gujarat,2023,2,Dohad,247908,42813011,Western Region
Gujarat,2023,2,Navsari,357359,15769213,Western Region
Gujarat,2023,2,Patan,420629,38239406,Western Region
Gujarat,2023,2,Kachchh,853047,101725601,Western Region
Gujarat,2023,2,Surendranagar,400879,54979554,Western Region
Gujarat,2023,2,Morbi,352419,33216672,Western Region
Gujarat,2023,3,Anand,673475,24322857,Western Region
Gujarat,2023,3,Jamnagar,464323,45126328,Western Region
Gujarat,2023,3,Devbhumi Dwarka,162667,29402824,Western Region
Gujarat,2023,3,Rajkot,1167848,87736067,Western Region
Gujarat,2023,3,Aravallis,259417,43618391,Western Region
Gujarat,2023,3,Chhotaudepur,109721,43061604,Western Region
Gujarat,2023,3,Botad,222558,33589302,Western Region
Gujarat,2023,3,Bharuch,955541,48535847,Western Region
Gujarat,2023,3,Bhavnagar,784444,51079563,Western Region
Gujarat,2023,3,Junagadh,334954,37092145,Western Region
Gujarat,2023,3,Mahesana,864845,31938408,Western Region
Gujarat,2023,3,The Dangs,30986,28418475,Western Region
Gujarat,2023,3,Kheda,531367,37524184,Western Region
Gujarat,2023,3,Surat,4238878,42874494,Western Region
Gujarat,2023,3,Porbandar,116719,16619043,Western Region
Gujarat,2023,3,Gandhinagar,1044993,19640585,Western Region
Gujarat,2023,3,Panch Mahals,349209,56191422,Western Region
Gujarat,2023,3,Narmada,96573,41291465,Western Region
Gujarat,2023,3,Gir Somnath,290226,48135785,Western Region
Gujarat,2023,3,Valsad,852301,48092794,Western Region
Gujarat,2023,3,Mahisagar,156901,32352434,Western Region
Gujarat,2023,3,Sabar Kantha,450547,47901522,Western Region
Gujarat,2023,3,Tapi,177207,22562050,Western Region
Gujarat,2023,3,Vadodara,1789238,38280832,Western Region
Gujarat,2023,3,Banas Kantha,1074757,136797869,Western Region
Gujarat,2023,3,Amreli,335190,61940571,Western Region
Gujarat,2023,3,Ahmadabad,5105557,61905156,Western Region
Gujarat,2023,3,Dohad,258572,78361152,Western Region
Gujarat,2023,3,Navsari,371393,16713597,Western Region
Gujarat,2023,3,Patan,438627,48303625,Western Region
Gujarat,2023,3,Kachchh,888857,143539009,Western Region
Gujarat,2023,3,Surendranagar,418160,90077532,Western Region
Gujarat,2023,3,Morbi,367378,86008211,Western Region
Gujarat,2023,4,Anand,697852,44138656,Western Region
Gujarat,2023,4,Jamnagar,481628,37471589,Western Region
Gujarat,2023,4,Devbhumi Dwarka,169269,14585778,Western Region
Gujarat,2023,4,Rajkot,1210023,101399666,Western Region
Gujarat,2023,4,Aravallis,269093,23928595,Western Region
Gujarat,2023,4,Chhotaudepur,114032,15446549,Western Region
Gujarat,2023,4,Botad,231497,22549990,Western Region
Gujarat,2023,4,Bharuch,991279,84491734,Western Region
Gujarat,2023,4,Bhavnagar,814921,56517052,Western Region
Gujarat,2023,4,Junagadh,347650,26168873,Western Region
Gujarat,2023,4,Mahesana,895934,57536083,Western Region
Gujarat,2023,4,The Dangs,32163,4882941,Western Region
Gujarat,2023,4,Kheda,551513,46870073,Western Region
Gujarat,2023,4,Surat,4396038,275744000,Western Region
Gujarat,2023,4,Porbandar,121178,9140411,Western Region
Gujarat,2023,4,Gandhinagar,1080850,67966824,Western Region
Gujarat,2023,4,Panch Mahals,362520,45815881,Western Region
Gujarat,2023,4,Narmada,100387,11043651,Western Region
Gujarat,2023,4,Gir Somnath,301672,23230024,Western Region
Gujarat,2023,4,Valsad,883746,78415702,Western Region
Gujarat,2023,4,Mahisagar,163011,19609970,Western Region
Gujarat,2023,4,Sabar Kantha,467100,34896165,Western Region
Gujarat,2023,4,Tapi,183785,21153705,Western Region
Gujarat,2023,4,Vadodara,1851909,114081455,Western Region
Gujarat,2023,4,Banas Kantha,1116214,89516028,Western Region
Gujarat,2023,4,Amreli,348654,31125995,Western Region
Gujarat,2023,4,Ahmadabad,5282400,311839231,Western Region
Gujarat,2023,4,Dohad,267994,50869903,Western Region
Gujarat,2023,4,Navsari,384813,26842023,Western Region
Gujarat,2023,4,Patan,455269,35147713,Western Region
Gujarat,2023,4,Kachchh,922553,77520557,Western Region
Gujarat,2023,4,Surendranagar,434391,37705071,Western Region
Gujarat,2023,4,Morbi,381317,52429177,Western Region
Haryana,2023,1,Yamunanagar,414986,7866007,Northern Region
Haryana,2023,1,Sonipat,764865,11625437,Northern Region
Haryana,2023,1,Jind,441504,14216848,Northern Region
Haryana,2023,1,Rohtak,527046,16091318,Northern Region
Haryana,2023,1,Faridabad,2018956,10283031,Northern Region
Haryana,2023,1,Mahendragarh,430911,12274162,Northern Region
Haryana,2023,1,Hisar,846309,29820179,Northern Region
Haryana,2023,1,Karnal,638547,12403580,Northern Region
Haryana,2023,1,Fatehabad,344515,13027091,Northern Region
Haryana,2023,1,Palwal,540064,8165880,Northern Region
Haryana,2023,1,Charkhi Dadri,143804,5726434,Northern Region
Haryana,2023,1,Ambala,486481,5334526,Northern Region
Haryana,2023,1,Rewari,728428,7651433,Northern Region
Haryana,2023,1,Panchkula,352286,5096706,Northern Region
Haryana,2023,1,Bhiwani,489622,23288893,Northern Region
Haryana,2023,1,Sirsa,499413,21379822,Northern Region
Haryana,2023,1,Mewat,462550,8324447,Northern Region
Haryana,2023,1,Panipat,679052,8499970,Northern Region
Haryana,2023,1,Gurugram,3572322,17085217,Northern Region
Haryana,2023,1,Kaithal,350582,9619468,Northern Region
Haryana,2023,1,Kurukshetra,410056,5729756,Northern Region
Haryana,2023,1,Jhajjar,545862,11436061,Northern Region
Haryana,2023,2,Yamunanagar,431359,9226663,Northern Region
Haryana,2023,2,Sonipat,796213,16569674,Northern Region
Haryana,2023,2,Jind,459846,15467459,Northern Region
Haryana,2023,2,Rohtak,547825,19188429,Northern Region
Haryana,2023,2,Faridabad,2097648,9572423,Northern Region
Haryana,2023,2,Mahendragarh,449565,11430049,Northern Region
Haryana,2023,2,Hisar,879031,30687128,Northern Region
Haryana,2023,2,Karnal,664313,14232625,Northern Region
Haryana,2023,2,Fatehabad,358626,13412333,Northern Region
Haryana,2023,2,Palwal,562608,9494060,Northern Region
Haryana,2023,2,Charkhi Dadri,150109,7106407,Northern Region
Haryana,2023,2,Ambala,505783,5493914,Northern Region
Haryana,2023,2,Rewari,757958,7065809,Northern Region
Haryana,2023,2,Panchkula,366053,4408774,Northern Region
Haryana,2023,2,Bhiwani,511105,25978663,Northern Region
Haryana,2023,2,Sirsa,519791,27897298,Northern Region
Haryana,2023,2,Mewat,482389,10180771,Northern Region
Haryana,2023,2,Panipat,706703,10490036,Northern Region
Haryana,2023,2,Gurugram,3707352,18285899,Northern Region
Haryana,2023,2,Kaithal,365298,12113129,Northern Region
Haryana,2023,2,Kurukshetra,426182,6997431,Northern Region
Haryana,2023,2,Jhajjar,568479,12738732,Northern Region
Haryana,2023,3,Yamunanagar,448397,11839167,Northern Region
Haryana,2023,3,Sonipat,828230,20937019,Northern Region
Haryana,2023,3,Jind,478669,19857121,Northern Region
Haryana,2023,3,Rohtak,570001,20021226,Northern Region
Haryana,2023,3,Faridabad,2177737,8207328,Northern Region
Haryana,2023,3,Mahendragarh,468594,10000716,Northern Region
Haryana,2023,3,Hisar,913340,30734384,Northern Region
Haryana,2023,3,Karnal,690422,18288840,Northern Region
Haryana,2023,3,Fatehabad,372881,18107231,Northern Region
Haryana,2023,3,Palwal,585232,6584030,Northern Region
Haryana,2023,3,Charkhi Dadri,156148,5051754,Northern Region
Haryana,2023,3,Ambala,525599,7081228,Northern Region
Haryana,2023,3,Rewari,788131,9394062,Northern Region
Haryana,2023,3,Panchkula,380441,5174814,Northern Region
Haryana,2023,3,Bhiwani,532458,33189655,Northern Region
Haryana,2023,3,Sirsa,540767,29131933,Northern Region
Haryana,2023,3,Mewat,502900,8623576,Northern Region
Haryana,2023,3,Panipat,735266,13164662,Northern Region
Haryana,2023,3,Gurugram,3846607,16532850,Northern Region
Haryana,2023,3,Kaithal,380114,14849602,Northern Region
Haryana,2023,3,Kurukshetra,442674,6605291,Northern Region
Haryana,2023,3,Jhajjar,591881,14120585,Northern Region
Haryana,2023,4,Yamunanagar,463840,32609820,Northern Region
Haryana,2023,4,Sonipat,857752,48506346,Northern Region
Haryana,2023,4,Jind,496062,24228704,Northern Region
Haryana,2023,4,Rohtak,589438,27146210,Northern Region
Haryana,2023,4,Faridabad,2254787,104481992,Northern Region
Haryana,2023,4,Mahendragarh,485747,20016298,Northern Region
Haryana,2023,4,Hisar,945044,43457675,Northern Region
Haryana,2023,4,Karnal,714314,43193744,Northern Region
Haryana,2023,4,Fatehabad,386404,20845491,Northern Region
Haryana,2023,4,Palwal,606281,34562490,Northern Region
Haryana,2023,4,Charkhi Dadri,162018,6448195,Northern Region
Haryana,2023,4,Ambala,543571,28345160,Northern Region
Haryana,2023,4,Rewari,817197,33026946,Northern Region
Haryana,2023,4,Panchkula,393948,20759781,Northern Region
Haryana,2023,4,Bhiwani,552607,27762098,Northern Region
Haryana,2023,4,Sirsa,559608,27585721,Northern Region
Haryana,2023,4,Mewat,521292,40579221,Northern Region
Haryana,2023,4,Panipat,761069,47844549,Northern Region
Haryana,2023,4,Gurugram,3980597,193784247,Northern Region
Haryana,2023,4,Kaithal,393639,20961933,Northern Region
Haryana,2023,4,Kurukshetra,457631,24070295,Northern Region
Haryana,2023,4,Jhajjar,613796,34265405,Northern Region
Himachal Pradesh,2023,1,Solan,501947,8637440,Northern Region
Himachal Pradesh,2023,1,Sirmaur,187417,12835687,Northern Region
Himachal Pradesh,2023,1,Shimla,322036,15709663,Northern Region
Himachal Pradesh,2023,1,Bilaspur,125771,5267131,Northern Region
Himachal Pradesh,2023,1,Hamirpur,175074,2741291,Northern Region
Himachal Pradesh,2023,1,Una,161122,5288709,Northern Region
Himachal Pradesh,2023,1,Kangra,489369,15233885,Northern Region
Himachal Pradesh,2023,1,Kullu,170048,8940251,Northern Region
Himachal Pradesh,2023,1,Mandi,296936,15192226,Northern Region
Himachal Pradesh,2023,1,Lahul and Spiti,6298,2019145,Northern Region
Himachal Pradesh,2023,1,Chamba,124457,17455360,Northern Region
Himachal Pradesh,2023,1,Kinnaur,34193,2381256,Northern Region
Himachal Pradesh,2023,2,Solan,523060,10807448,Northern Region
Himachal Pradesh,2023,2,Sirmaur,195687,16162360,Northern Region
Himachal Pradesh,2023,2,Shimla,335735,19477246,Northern Region
Himachal Pradesh,2023,2,Bilaspur,131239,5385585,Northern Region
Himachal Pradesh,2023,2,Hamirpur,182553,3589504,Northern Region
Himachal Pradesh,2023,2,Una,168253,5185467,Northern Region
Himachal Pradesh,2023,2,Kangra,510261,16770123,Northern Region
Himachal Pradesh,2023,2,Kullu,177077,9779657,Northern Region
Himachal Pradesh,2023,2,Mandi,310048,15902310,Northern Region
Himachal Pradesh,2023,2,Lahul and Spiti,6669,8801435,Northern Region
